,name_product,price_product,link_product
27,Espectaculares Cachorros Chihuhua,1.900.000,https://articulo.mercadolibre.com.co/MCO-598712989-espectaculares-cachorros-chihuhua-_JM?searchVariation=70892316146#searchVariation=70892316146&position=28&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
28,Cachorro Chihuahua Puppy Perrito Chiguagua Cachorrito,8.340.000,https://articulo.mercadolibre.com.co/MCO-860303665-cachorro-chihuahua-puppy-perrito-chiguagua-cachorrito-_JM?searchVariation=174203220232#searchVariation=174203220232&position=29&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
29,Cachorro Shih Tzu Perrito Shitzu Cachorro,3.000.000,https://articulo.mercadolibre.com.co/MCO-852129296-cachorro-shih-tzu-perrito-shitzu-cachorro-_JM?searchVariation=174121279457#searchVariation=174121279457&position=30&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
30,Pastor Aleman Pelo Largo Cachorrito Puppy Peludito,4.800.000,https://articulo.mercadolibre.com.co/MCO-852491174-pastor-aleman-pelo-largo-cachorrito-puppy-peludito-_JM?searchVariation=174126922721#searchVariation=174126922721&position=31&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
31,Cachorro Bulldog Francés Puppy Bull Doc Vull Doc Cachorrito,8.100.000,https://articulo.mercadolibre.com.co/MCO-859637229-cachorro-bulldog-frances-puppy-bull-doc-vull-doc-cachorrito-_JM?searchVariation=174198923162#searchVariation=174198923162&position=32&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
32,Cachorro Pomerania Perrito Pomerañia Cachorro,3.240.000,https://articulo.mercadolibre.com.co/MCO-852243692-cachorro-pomerania-perrito-pomerania-cachorro-_JM?searchVariation=174121950555#searchVariation=174121950555&position=33&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
33,Cachorro Bulldog Ingles Bull Dog Ingles Perrito Cachorrito,7.800.000,https://articulo.mercadolibre.com.co/MCO-851496996-cachorro-bulldog-ingles-bull-dog-ingles-perrito-cachorrito-_JM?searchVariation=174112712519#searchVariation=174112712519&position=34&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
34,Criadero De Yorkie Miniatura.,2.500.000,https://articulo.mercadolibre.com.co/MCO-871084324-criadero-de-yorkie-miniatura-_JM?searchVariation=174310814014#searchVariation=174310814014&position=35&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
35,Perros Cachorros Bernes De La Montaña Boyero Suizo Vernes,5.760.000,https://articulo.mercadolibre.com.co/MCO-849210850-perros-cachorros-bernes-de-la-montana-boyero-suizo-vernes-_JM?searchVariation=174089067459#searchVariation=174089067459&position=36&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
36,Espectaculares Border C Mascotas Rionegro,2.000.000,https://articulo.mercadolibre.com.co/MCO-840336349-espectaculares-border-c-mascotas-rionegro-_JM?searchVariation=174303672310#searchVariation=174303672310&position=37&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
37,Cachorro Cocker Spaniel Puppy Coker Perrito Coquer,3.840.000,https://articulo.mercadolibre.com.co/MCO-852414913-cachorro-cocker-spaniel-puppy-coker-perrito-coquer-_JM?searchVariation=174125037104#searchVariation=174125037104&position=38&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
38,Perros Cachorros Cocker Spaniel Coquer Coker Espaniel Puppy,2.000.000,https://articulo.mercadolibre.com.co/MCO-908959144-perros-cachorros-cocker-spaniel-coquer-coker-espaniel-puppy-_JM?searchVariation=174646166317#searchVariation=174646166317&position=39&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
39,Perros Australian Shepherd Pastor Ovejero Australiano,4.560.000,https://articulo.mercadolibre.com.co/MCO-849203797-perros-australian-shepherd-pastor-ovejero-australiano-_JM?searchVariation=174088901476#searchVariation=174088901476&position=40&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
40,Pinscher Miniatura Precio Especial Mascotas Rionegro,780.000,https://articulo.mercadolibre.com.co/MCO-872926347-pinscher-miniatura-precio-especial-mascotas-rionegro-_JM?searchVariation=174326902918#searchVariation=174326902918&position=41&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
41,Perros Cachorros Bulldog Frances Fluffy Cocoa And Tan Puppy,60.000.000,https://articulo.mercadolibre.com.co/MCO-907401876-perros-cachorros-bulldog-frances-fluffy-cocoa-and-tan-puppy-_JM?searchVariation=174631229187#searchVariation=174631229187&position=42&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
42,Cachorro Shih Tzu Perrito Shitzu Cachorro,2.520.000,https://articulo.mercadolibre.com.co/MCO-852100445-cachorro-shih-tzu-perrito-shitzu-cachorro-_JM?searchVariation=174121141519#searchVariation=174121141519&position=43&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
43,Cachorro Yorkie York Shire Terrier Tea Cup Yorqui Yorki,4.200.000,https://articulo.mercadolibre.com.co/MCO-848332926-cachorro-yorkie-york-shire-terrier-tea-cup-yorqui-yorki-_JM?searchVariation=174078150255#searchVariation=174078150255&position=44&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
44,Cachorros Labrador Retriever,400.000,https://articulo.mercadolibre.com.co/MCO-922778845-cachorros-labrador-retriever-_JM?searchVariation=174789241875#searchVariation=174789241875&position=45&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
45,Bulldog Frances Exótico Merle. Mini,9.990.000,https://articulo.mercadolibre.com.co/MCO-826815444-bulldog-frances-exotico-merle-mini-_JM?searchVariation=173862236355#searchVariation=173862236355&position=46&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
46,Perro Cachorro American Bully Pocket Puppy Con Registro Abkc,2.000.000,https://articulo.mercadolibre.com.co/MCO-903109970-perro-cachorro-american-bully-pocket-puppy-con-registro-abkc-_JM?searchVariation=174600150017#searchVariation=174600150017&position=47&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
47,Espectacular Cachorra Doberman Mascotas Rionegro Medellin,1.350.000,https://articulo.mercadolibre.com.co/MCO-869872485-espectacular-cachorra-doberman-mascotas-rionegro-medellin-_JM?searchVariation=174299387556#searchVariation=174299387556&position=48&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
48,Rotweiler Cachorros Precio Especial Mascotas Rionegro,1.400.000,https://articulo.mercadolibre.com.co/MCO-877217111-rotweiler-cachorros-precio-especial-mascotas-rionegro-_JM?searchVariation=174364859106#searchVariation=174364859106&position=49&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
49,Dogo Argentino,3.000.000,https://articulo.mercadolibre.com.co/MCO-820332532-dogo-argentino-_JM#position=50&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
50,Cachorro Beagle Perrito Puppy Cachorritos,2.040.000,https://articulo.mercadolibre.com.co/MCO-852383312-cachorro-beagle-perrito-puppy-cachorritos-_JM?searchVariation=174124795312#searchVariation=174124795312&position=51&search_layout=stack&type=item&tracking_id=829a4804-2222-49cd-af64-8c3235589ab7
